,projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
109680,e04a252b98ef42a9c961b7fa4f1332f3,50f5e983167284b5af63f3cea1e64847,2965d404453ebc02945e7259b85101e6,62271010527.0,34.192738,-118.463876,Van Nuys,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades 3-5,1005.56,22.0,f,2/7/12,5/29/12
47709,625524c6765606c6967b9e5bab60e562,c70a06d8d0be6da4dbacb4a30dde6506,df19f52cd377f014bc7a2c537799b695,80258001948.0,39.891889,-104.87964099999999,Henderson,CO,rural,Brighton School District 27j,Adams,t,f,Mr.,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Technology,moderate poverty,Grades 3-5,802.15,60.0,t,10/6/12,11/22/12
69672,8ebcca8f6a57bed6b907a2db8a7bfb71,0d69b489176ac1f98f215054ce66d435,e193ba6eb3cd5e272d92ef76d06125ce,62181002591.0,37.999508,-121.22938500000001,Stockton,CA,rural,Linden Unified School Dist,San Joaquin,f,f,Ms.,Character Education,Applied Learning,Special Needs,Special Needs,Books,high poverty,Grades 3-5,524.33,50.0,f,1/3/13,3/23/13
18499,262b20e0797cd92cace3e3c4ac96fc29,a682faa0f396b5b88542b938b4fd27e7,0cf8a8dd391751005f55e973321fa8d2,62664004039.0,38.296395000000004,-122.305954,Napa,CA,urban,Napa Valley Unified Sch Dist,Napa,t,f,Mrs.,Foreign Languages,Literacy & Language,Parent Involvement,Applied Learning,Technology,high poverty,Grades PreK-2,443.46,50.0,t,5/12/13,8/18/13
108735,de6632d8d35e536222214d1e0f681492,dc49b1cf6e1327e5851f81e63edb17aa,80c49a3702831732a6d51894fd8aa705,370192000000.0,35.931384,-79.955779,High Point,NC,,Guilford Co School District,Guilford,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,435.16,19.0,t,9/29/12,12/10/12
37471,4d34d464c475a3c40dee6bc795d76076,faf5af843ef04a6686391ad6e88ca81a,ce616ce6ffacc1ffed7f68cb8826d422,120156000000.0,28.028747999999997,-82.771495,Dunedin,FL,suburban,Pinellas Co School District,Pinellas,f,f,Mrs.,Literacy,Literacy & Language,,,Books,high poverty,Grades 9-12,189.64,75.0,t,8/23/12,9/3/12
76845,9d62a0cb46a0225780240993105031f8,a10aee93e544a9637d41e3bbab70bca6,8962a2fe4c14b4dd629271cfac943ce2,120105000000.0,28.815189,-81.549925,Sorrento,FL,rural,Lake Co School District,Lake,f,f,Mrs.,Special Needs,Special Needs,Early Development,Applied Learning,Technology,high poverty,Grades PreK-2,266.79,11.0,f,9/25/13,11/13/13
111546,e404c0d47587affb981ec8a34ea01b9e,67ae7db87ec8b61d48f4c63953e7d3a3,54d9bfc34e577dad21dc58af313209e4,482703000000.0,30.547514000000003,-97.868701,Leander,TX,suburban,Leander Ind School District,Williamson,f,f,Mr.,History & Geography,History & Civics,Mathematics,Math & Science,Technology,high poverty,Grades 3-5,765.86,20.0,t,5/19/13,8/1/13
3275,06f350a47b6419f292e6517c90350a95,0260d77a963f9ce150cc0c1961f8e443,ad7dc008a0145a4d8f298fb497de5207,173708000000.0,39.795971,-89.666673,Springfield,IL,urban,Springfield Pub Sch Dist 186,Sangamon,f,f,Mrs.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,549.89,315.0,f,10/23/13,11/10/13
24799,331a5a90add6de8df0fdf0da74d66c11,7356cfb089910310264d80fa2a72da52,e1147d27ef87ba8777a7bcbaa0436343,,40.822281,-73.889404,Bronx,NY,,District 75,Bronx,f,f,Ms.,Special Needs,Special Needs,,,Supplies,highest poverty,Grades PreK-2,502.53,6.0,f,10/6/12,12/22/12
19341,27e1233909002bf7d32cafd18b6ea29d,9d86e3e13d1f725ae9920784d5045dae,2bc3f512c48e1e1519e53ae51e04995d,61473001805.0,33.891712,-117.95904499999999,Fullerton,CA,urban,Fullerton School District,Orange,f,f,Mrs.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades PreK-2,1776.8,27.0,f,11/19/12,12/7/12
100831,ce4b71c41ecefd2c7eda4f68fa03ff0f,74eb67ebf2ecf613ee61171f11354c25,ad9cafdd6ef1a4bc5dfd649b8049a3b3,62450003665.0,37.440139,-121.91266,Milpitas,CA,urban,Milpitas Unified School Dist,Santa Clara,f,f,Ms.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,moderate poverty,Grades 3-5,753.59,33.0,f,7/17/13,8/5/13
54225,6f9c6ecadb3fba66e74c129d10d11fcd,38db4cdf980d1a0d3691c51ece894955,8d459066243080f13143cd8e93c4b4b3,40817002549.0,32.135559,-110.87730400000001,Tucson,AZ,,Sunnyside Unified Sch Dist 12,Pima,f,f,Mrs.,Environmental Science,Math & Science,Literacy,Literacy & Language,Books,highest poverty,Grades 6-8,330.24,833.0,f,1/30/13,2/8/13
76448,9c9394f6b9e89b1649741b948fb106b0,62da0e432e8fa04538b77987073beda7,8c46bc3055e3f56abac61e0aa57b9500,170993000000.0,41.757583000000004,-87.63266999999999,Chicago,IL,urban,Skyway Elem Network,Cook,f,f,Ms.,Special Needs,Special Needs,,,Supplies,highest poverty,Grades 3-5,651.46,12.0,f,9/3/13,12/17/13
7399,0f68a1f80ed3891178dad2ebe54cb2ee,7803b5f1bd75e0a77c7e8f931d4dc841,ca1f0f7b641d821e98a6f668a30438ec,,39.903866,-83.791776,Springfield,OH,urban,Ohio Department of Education,Clark,t,f,Mr.,Gym & Fitness,Health & Sports,,,Other,highest poverty,Grades 6-8,305.39,197.0,f,8/24/12,9/24/12
109884,e0b67f1b05370069943d4a874804e39c,31b740d23cfd2b247cd31b13f43144f9,330197aef3af8a8cfc57e8ebf12dca44,63324005166.0,38.662209999999995,-121.44738600000001,Sacramento,CA,urban,Robla Elem School District,Sacramento,f,f,Ms.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,449.82,25.0,f,6/23/13,8/31/13
8975,12887d492ec2f5bad5eea8c15b230709,4e56ab08d73f3e93669271cb8d57e080,8693a50972ea5ecc2b6e762d95ef9c00,10222000842.0,34.785345,-86.714275,Huntsville,AL,rural,Madison Co School District,Madison,f,f,Ms.,Mathematics,Math & Science,,,Technology,moderate poverty,Grades PreK-2,527.64,17.0,f,4/9/12,5/28/12
57912,773d3da98e2c041ecb3d5e821bf3000f,b7cf5d72bb9e3c93af9907035ccb8813,ba9950212a86709bea6d3d6f20dcdd44,481168000000.0,25.913567,-97.494922,Brownsville,TX,urban,Brownsville Ind School Dist,Cameron,f,t,Mr.,Applied Sciences,Math & Science,,,Technology,low poverty,Grades 6-8,334.29,500.0,t,10/22/12,2/3/13
56219,73d2697741756a206d15cd184f8d32c5,d7f5b0008b079a0a3b221bccf37bd4c4,f647c714f079965c8f3408f0d5c0b898,510324000000.0,37.510605,-77.466507,Richmond,VA,urban,Richmond City School District,Richmond City,f,f,Ms.,Character Education,Applied Learning,,,Other,highest poverty,Grades PreK-2,378.47,250.0,t,8/10/12,8/17/12
47341,6185cba40bd262bacefd3e2fa196a5e8,287dfb0c5d71d20c381f32639bd17d01,daef8080f30d34347d4280499fe2c5d5,174125000000.0,42.354893,-87.83689100000001,Waukegan,IL,suburban,Waukegan Cmty Unit SD 60,Lake,f,t,Mrs.,History & Geography,History & Civics,Character Education,Applied Learning,Technology,high poverty,Grades PreK-2,327.76,25.0,t,8/19/13,10/2/13
122962,fbf66c40a99c668be5616bc76edf20a2,f700d76643377b6d01b9be11106fe14f,71c6f106dc3bc515dcf131eb46b8c335,,42.066521,-76.157608,Apalachin,NY,,[County run],Broome,f,f,Ms.,Early Development,Applied Learning,Health & Wellness,Health & Sports,Supplies,moderate poverty,Grades PreK-2,178.52,6.0,f,9/15/13,10/16/13
44805,5c5692321662fb3a9397d05f078546ee,e4ab4d4b1f8b90146a005f87ccf42528,9714ce98d977948469d420243c9d64e3,173123000000.0,40.700672999999995,-89.588624,Peoria,IL,urban,Peoria School District 150,Peoria,f,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,162.11,15.0,f,1/1/12,1/31/12
111803,e48916cd1a859a28baea05c5e4757473,b545858e75c8213e3404ee6c9f0b8374,035ceabe96cf22c233a35e746cabbe73,,34.077539,-118.211794,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,t,f,Mr.,Visual Arts,Music & The Arts,Literacy,Literacy & Language,Supplies,high poverty,Grades PreK-2,345.93,,f,3/9/13,6/16/13
90762,b9c5a25abd8407cdd352f0237931a954,001241b941ea159beb10f2ef6913f8ee,088c6c9cd6a37e1135e981d726081d6c,60837000825.0,39.742382,-121.81339299999999,Chico,CA,urban,Chico Unified School District,Butte,f,t,Ms.,Applied Sciences,Math & Science,,,Other,highest poverty,Grades PreK-2,207.75,20.0,t,1/27/13,2/19/13
4493,097332c9752bb3b28db24cf0026fa583,7591d99fe65e8d002206c8ca44be9202,77bd3e99cb424f7aad1e23ba785aae2c,63581006135.0,38.461639,-122.72074099999999,Santa Rosa,CA,urban,Santa Rosa City School Dist,Sonoma,f,f,Mrs.,Mathematics,Math & Science,Health & Life Science,Math & Science,Other,highest poverty,Grades PreK-2,296.36,22.0,t,7/19/12,8/11/12
58051,7783b39a26da2082ccfe7dc3760ad49d,49521e15a766d00f4c3484393d96070b,caafdfe0432ddeefcaf6361698726a17,61632502054.0,33.983408000000004,-117.978595,Hacienda Hts,CA,suburban,Hacienda-la Puente Usd,Los Angeles,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,moderate poverty,Grades PreK-2,557.04,20.0,f,3/11/12,7/4/12
58720,78dcb64a1e3f51b72fb1d455d49b21bf,6bc4c996c45d3fc957100e48ac2baf57,c6a033f9349ea70659c1891b119680ed,230732000000.0,44.096641,-70.191734,Lewiston,ME,urban,Lewiston Public Schools,Androscoggin,f,f,Mrs.,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Technology,high poverty,Grades 3-5,864.4,45.0,f,11/10/13,12/20/13
118967,f38132e80a116f0a051fa801ed1ae3cf,05292da92f0a704c8ca9f2bacd5ecc2e,25fa9eb4474e255b0699a897293f68d0,482364000000.0,29.793295,-95.40907299999999,Houston,TX,urban,Houston Ind School District,Harris,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Supplies,high poverty,Grades PreK-2,512.86,24.0,t,8/5/12,8/28/12
65175,85957cdb277cf8a8ba03aa1354a478ce,578a75552bf9b9b99450a030413e1ec4,7134970daeb70dad8665cca2442fcde6,120144000000.0,28.578944,-81.389735,Orlando,FL,urban,Orange Co Public School Dist,Orange,f,t,Mr.,History & Geography,History & Civics,Literature & Writing,Literacy & Language,Technology,high poverty,Grades 9-12,890.28,25.0,t,11/8/13,12/16/13
68226,8bbb9f178e9ddc545d2c484f3ab3b036,4417443db85232b36bfeec7b17a8d899,d472550c986278d26fade445ea243b9c,402277000000.0,35.439205,-97.556987,Oklahoma City,OK,urban,Oklahoma City School Dist,Oklahoma,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 6-8,510.6,70.0,f,11/4/12,11/16/12
103710,d449f8ae1c1e7e4539f837de7f81e964,f105bacdaa3bb06aedc0efb5a67aae59,a7bc974536f365f3685f0eb6b2473651,120150000000.0,26.635918,-80.20267700000001,Wellington,FL,suburban,Palm Beach Co School District,Palm Beach,f,f,Mrs.,Special Needs,Special Needs,Applied Sciences,Math & Science,Technology,moderate poverty,Grades 6-8,501.81,9.0,f,5/17/13,6/4/13
34264,469f7b1b349c4485512d4acbcdbd4c17,80df22ae4ada26ff734b8fb397fda42e,17bcb27332773df160e373553991958e,482364000000.0,29.747642,-95.610403,Houston,TX,urban,Houston Ind School District,Harris,f,f,Mrs.,Mathematics,Math & Science,College & Career Prep,Applied Learning,Other,high poverty,Grades 3-5,505.66,21.0,f,10/28/13,1/15/14
114667,eac5499ba717a21d8b5f0b2874b92970,4e8c6bfc0fbcc41914ddeae83f27305b,3183870b4ab7f2f8acbb1e5ff57fe02f,,35.984997,-78.877853,Durham,NC,urban,North Carolina Dept of Ed,Durham,t,f,Mrs.,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 6-8,611.74,77.0,f,8/1/12,8/13/12
36498,4b21254dddd2ff18fbbbe46bbd6be7c4,f07de0138caf949a470bb26457acc7fa,92ecf113f798d889e1417ecef2828632,350039000000.0,36.687804,-108.708246,Shiprock,NM,rural,Central Cons School Dist 22,San Juan,f,f,Mrs.,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Supplies,highest poverty,Grades PreK-2,399.52,20.0,f,12/11/13,12/25/13
33967,460a0237e543b63538de82ab531c84b5,009c69f84bf8d0dcb89697d5dda18772,0d7c4b541a2a0d62161e140ab78442d3,362652000000.0,40.718613,-73.690718,Floral Park,NY,suburban,Sewanhaka Ctl High Sch Dist,Nassau,f,f,Ms.,Visual Arts,Music & The Arts,Sports,Health & Sports,Technology,moderate poverty,Grades 9-12,520.96,105.0,f,5/14/12,5/24/12
62110,7fa2b3d7c1c0ffdc141f51db735d12de,a66dcf1880511fea387316a8a915a4ad,e80ac578e5de5a2fa58e61b226b59732,,33.934803,-118.26892099999999,Los Angeles,CA,,Los Angeles Unif Sch Dist,Los Angeles,t,f,Mrs.,Literature & Writing,Literacy & Language,,,Technology,highest poverty,Grades 9-12,752.35,600.0,t,8/18/12,12/6/12
36240,4a99caf698eb848a089dd5f18213e664,916f0fb3e8277d1e2efebda4b612f8c3,6ff624e5f4ddf88084f86a15d417c94d,61968009146.0,36.216471000000006,-121.133343,King City,CA,,King City Union School Dist,Monterey,f,f,Ms.,Applied Sciences,Math & Science,Visual Arts,Music & The Arts,Technology,highest poverty,Grades 3-5,708.64,125.0,t,8/3/12,10/28/12
109994,e0e4bc8ec33a7096307f66e225331f4f,e36bf84bff3d851ba3ccc0c2073a2932,683f347d847438714538c3d25e15c809,62271003054.0,33.933849,-118.237679,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,303.92,27.0,t,1/20/12,2/16/12
37096,4c5f41fec72ec3a450b551f5f7aef07b,893f948e31188da50cfea558b8b384a1,5b20056da113cb10446d26abea042ea6,483492000000.0,33.388373,-96.954828,Pilot Point,TX,,Pilot Point Ind School Dist,Denton,f,f,Mrs.,ESL,Literacy & Language,Literature & Writing,Literacy & Language,Technology,high poverty,Grades 6-8,510.55,32.0,f,9/8/13,11/16/13
8831,12418833adb810205d5ac1ec4cc3e807,76021f3b219883e0456f3f95ea28d28a,bef25be420e1bcd017caa80d9cae106b,510105000000.0,38.484527,-78.01822,Culpeper,VA,rural,Culpeper Co School District,Culpeper,f,f,Ms.,Literacy,Literacy & Language,,,Books,moderate poverty,Grades PreK-2,398.21,25.0,f,7/20/12,8/1/12
19836,28edc5120dc74575bf5ffb1da3634a4a,756ea9ccc9be16a98df85cc25d38f084,fe4e9480c532a0c2f761f26da17d5628,170993000000.0,41.767681,-87.590388,Chicago,IL,urban,Skyway Elem Network,Cook,f,f,Ms.,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,306.39,9.0,f,3/14/12,5/24/12
80434,a4906f430502e424955807d270b3ab4d,d7972a31b7c4c6ef808d769bf5595b36,38c12445627acb8594b157353aa8b076,170993000000.0,41.946583000000004,-87.69090200000001,Chicago,IL,urban,North-nw Side Hs Network,Cook,f,t,Mr.,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 9-12,249.19,140.0,f,3/31/13,7/26/13
62456,805825ad032be2c4e4756dbb04db1329,41bec39c5b19fd6aa9ca7a7d0b096ba2,946a1fbf530a40aeef7dc053a16b6bca,62271002906.0,33.811836,-118.27033200000001,Carson,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,ESL,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,494.06,25.0,f,9/19/13,11/5/13
62536,807bdb8a84ef792b94c3cbfdb408f617,203679a294d19c0b4c7f25719f2c52e7,4a6d29f7f201a7a6ec626419c663591f,550852000000.0,43.062158000000004,-89.321626,Madison,WI,,Madison Metropolitan Sch Dist,Dane,f,f,Mrs.,College & Career Prep,Applied Learning,,,Technology,high poverty,Grades 6-8,202.46,400.0,t,10/3/13,11/4/13
95166,c2b936f696d347bc6529127c5b614afd,98bb7990cd5b3b1900dd3185a69c1e25,3183870b4ab7f2f8acbb1e5ff57fe02f,,35.984997,-78.877853,Durham,NC,urban,North Carolina Dept of Ed,Durham,t,f,Mrs.,History & Geography,History & Civics,Civics & Government,History & Civics,Books,highest poverty,Grades 3-5,989.12,450.0,t,5/10/13,9/5/13
63554,82649a40070dd0689fb2cf36115b3414,211c59c6264f3bd43653f7fd01db7a36,bbe0eea488dec337a6791af953fa05c8,410002000000.0,45.506306,-122.89573700000001,Aloha,OR,urban,Hillsboro School District 1j,Washington,f,f,Mrs.,Environmental Science,Math & Science,Social Sciences,History & Civics,Books,high poverty,Grades 3-5,275.55,31.0,f,10/24/13,11/9/13
5954,0c6966a71e03aebbd0a36d873e042b9b,97a7e9f16015c714d26fdafac614e7e4,42d1c5c9fb87e27f3becdaefb302f3af,62805012648.0,37.814133,-122.287361,Oakland,CA,urban,Oakland Unified School Dist,Alameda,t,f,Mrs.,Health & Life Science,Math & Science,Social Sciences,History & Civics,Supplies,highest poverty,Grades 3-5,469.39,30.0,f,6/8/13,6/21/13
33007,441fa85defc91d7d5c4b7446fb42a07e,6371288f6cd065c0dbae82aaff4f6fc2,069d3b79e4ae1b922e16827b502fb93c,481770000000.0,32.917188,-97.442513,Saginaw,TX,,Eagle Mtn-saginaw Ind Sch Dist,Tarrant,f,f,Ms.,Literacy,Literacy & Language,,,Books,moderate poverty,Grades PreK-2,380.15,19.0,f,10/4/13,10/21/13
17364,23c8d32cbe6084a0d4083eb9841703c2,b31dc93b202b3c0165574f11bf375774,0a51b098d8598f5a44254d4a7a0f37ec,480957000000.0,30.109701,-97.33049799999999,Bastrop,TX,rural,Bastrop Ind School District,Bastrop,f,f,Ms.,Visual Arts,Music & The Arts,,,Supplies,high poverty,Grades 6-8,274.07,190.0,f,4/19/13,5/31/13
22515,2e783daca326b9f1253f476512464f00,c7ab05b0d15bdf09a69b2e859b819530,4402b5af3ef2fdd79dd59bdb93e78867,130111000000.0,34.11895,-84.48111,Woodstock,GA,suburban,Cherokee Co School District,Cherokee,f,f,Ms.,Mathematics,Math & Science,,,Technology,moderate poverty,Grades 9-12,3174.51,13.0,f,11/12/13,12/11/13
112703,e680b18d30f2f60fa7c1d09f10774025,23b083048c76a8b86417316cf2706046,8a3b9cacee942db7ba3b6301e560ce29,463171000000.0,43.622913,-96.94244499999999,Hartford,SD,rural,West Central School Dist 49-7,Minnehaha,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Other,moderate poverty,Grades PreK-2,757.07,25.0,f,5/10/12,7/18/12
52017,6b10ee4a98a1925f3423df549da7962c,da71416d0f9db3af0d0de5df5f59d0e4,bd5a14c5ca411de124396d7fd0c526d8,411052000000.0,45.516563,-122.48677099999999,Portland,OR,urban,Reynolds School District 7,Multnomah,f,f,Mrs.,Special Needs,Special Needs,,,Books,highest poverty,Grades 3-5,511.62,50.0,f,8/2/12,9/3/12
107955,dcdceea562c7ce275be177672a1454c4,8228118d4461633d4f8786285f928ffa,60ba95f45051bad1020343f3f8566d24,370297000000.0,35.183228,-80.689468,Charlotte,NC,rural,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Supplies,highest poverty,Grades 3-5,478.0,50.0,f,2/19/12,3/26/12
108114,dd2e222f19fb8986c1cb2281122343e4,ed2a3f03f3c21de8705ef0a2b855d1e5,b19e4d25be2acf18b2e0432d7de6098d,484233000000.0,31.084427,-97.395149,Temple,TX,urban,Temple Ind School District,Bell,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,861.18,25.0,f,5/29/13,6/20/13
59656,7ac6e5a0ff3a2e294d3d727f806f2ee7,83b84a715cadc174f4f4567ab86a2e65,1613d2429995b0c68a4c6bea0b81fbf0,530492000000.0,47.76259,-117.41696,Spokane,WA,suburban,Mead School District 354,Spokane,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,moderate poverty,Grades 3-5,270.18,30.0,f,6/29/12,9/4/12
27119,3807f454fea8b0f73b7427a0a7f21458,648e9c0188f7d90567661dfb3920e078,7508efce492132eb40891ba6dfca5c14,62814004347.0,33.735188,-117.981972,Midway City,CA,suburban,Ocean View School District-Orange,Orange,f,f,Ms.,Applied Sciences,Math & Science,Mathematics,Math & Science,Technology,moderate poverty,Grades 3-5,1980.13,29.0,f,9/2/13,10/13/13
32519,43347704cc1f791fd8ea2120cd368a54,dc1b114e6d2d1e33acc31e27adbea46a,e0407a079942e59e68f9230f2a736fd5,291854000000.0,39.224614,-94.461962,Liberty,MO,suburban,Liberty School District 53,Clay,f,f,Ms.,Applied Sciences,Math & Science,Literacy,Literacy & Language,Books,moderate poverty,Grades 6-8,248.33,120.0,t,10/22/12,1/10/13
91344,baf5cc333e11a011e9be63f530bec6e5,6a9b87f60f37a23f8a20f8a896ca2d69,b79cbffeb15633fc9f8a76b6935ac345,63870008993.0,35.155586,-119.46010600000001,Taft,CA,,Taft City School District,Kern,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Other,highest poverty,Grades PreK-2,1069.62,26.0,t,4/23/13,5/29/13
5031,0a87a3ca6ced37527babcce431c616aa,f92158ffaf16de727dc24954eb361332,9912dd7aa097c48d1bbbbc44acb55be1,61146001266.0,33.955177,-118.117073,Downey,CA,suburban,Downey Unified School District,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,Applied Sciences,Math & Science,Books,high poverty,Grades 3-5,450.53,33.0,t,9/30/12,12/10/12
109436,dfd20d286634dce4cc07abd7d3d647d8,36a38cfc918620a2c83662cb64d1237d,460f5d776cc36ac07bf997c2cad01473,250279000000.0,42.286592999999996,-71.05349,Dorchester,MA,urban,Boston Public School District,Suffolk,f,f,Mrs.,Special Needs,Special Needs,Early Development,Applied Learning,Supplies,highest poverty,Grades PreK-2,422.13,9.0,f,8/8/13,9/28/13
22835,2f204465512b71ef67fdbb8e7f8f72c0,9338e9f80ecb488ff3d5c6f07c4986a6,265a3e5d0c270fffdf38a6c5afc5b664,510192000000.0,36.735984,-79.940188,Stanleytown,VA,,Henry Co School District,Henry,f,f,Mrs.,Applied Sciences,Math & Science,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,994.11,16.0,f,1/6/12,3/13/12
15063,1f339856e9b5cf93fe1329b7c979f868,75904a847cf576a5dcb84a4edc75c7c7,cceeffe1e25e531ba0224ea82df57298,63432012630.0,32.761902,-117.12872,San Diego,CA,urban,San Diego Unified School Dist,San Diego,t,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,432.36,20.0,f,4/10/12,5/29/12
98936,ca9aea7efe8706249561af777e79339e,3ccfe9da9ceded748464a9c076aacf44,31c2144454f5ef64457a4c092f9e57bf,63898006537.0,34.112792999999996,-118.064819,Temple City,CA,suburban,Temple City Unified Sch Dist,Los Angeles,f,f,Ms.,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Technology,moderate poverty,Grades 3-5,924.25,27.0,f,1/28/12,3/4/12
24070,319b50ad86c6f9cf6a63a991d4ebb63f,0aa04cad971c8a939d5b398f591afa25,6492c5dde934017c79327b263e7aad32,62121012490.0,33.898272999999996,-118.333776,Hawthorne,CA,suburban,Lawndale Elem School District,Los Angeles,f,f,Ms.,Literacy,Literacy & Language,Special Needs,Special Needs,Books,highest poverty,Grades PreK-2,562.31,40.0,f,1/22/12,3/7/12
47313,6178307b4d2639a7d9dd8fef8af923b5,a8a0acacf069a56d3c8d5b8a5c184a90,030b46a272640dbabc56a48b15266b64,,41.90521,-71.389735,Cumberland,RI,suburban,Rhode Island Dept of Education,Providence,t,f,Ms.,Visual Arts,Music & The Arts,Literacy,Literacy & Language,Other,highest poverty,Grades PreK-2,298.67,270.0,f,8/29/13,9/26/13
